inchikey,kegg_id,kegg_drug_id
InChIKey=LCLHHZYHLXDRQG-XIDBBRFWSA-N,C00470,
InChIKey=AZQWKYJCGOJGHM-UHFFFAOYSA-N,C00472,
InChIKey=FPIPGXGPPPQFEQ-OVSJKPMPSA-N,C17276,D06543
InChIKey=HEBKCHPVOIAQTA-ZXFHETKHSA-N,C00474,
InChIKey=UHDGCWIWMRVCDJ-XVFCMESISA-N,C00475,D07769
InChIKey=SRBFZHDQGSBBOR-AGQMPKSLSA-N,C00476,
InChIKey=UPEZCKBFRMILAV-JMZLNJERSA-N,C00477,
InChIKey=CXKKSSKKIOZUNR-ZLUOBGJFSA-N,C00478,
InChIKey=NBBJYMSMWIIQGU-UHFFFAOYSA-N,C00479,
InChIKey=WTKZEGDFNFYCGP-UHFFFAOYSA-N,C00481,
InChIKey=PCMORTLOPMLEFB-ONEGZZNKSA-N,C00482,
InChIKey=DZGWFCGJZKJUFP-UHFFFAOYSA-N,C00483,
InChIKey=BPYKTIZUTYGOLE-IFADSCNNSA-N,C00486,
InChIKey=PHIQHXFUZVPYII-UHFFFAOYSA-O,C00487,
InChIKey=ZHNUHDYFZUAESO-UHFFFAOYSA-N,C00488,
InChIKey=JFCQEDHGNNZCLN-UHFFFAOYSA-N,C00489,
InChIKey=LVHBHZANLOWSRM-UHFFFAOYSA-N,C00490,
InChIKey=LEVWYRKDKASIDU-IMJSIDKUSA-N,C00491,D03636
InChIKey=MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,C00492,
InChIKey=JXOHGGNKMLTUBP-HSUXUTPPSA-N,C00493,
InChIKey=URWAJWIAIPFPJE-YFMIWBNJSA-N,C00494,D02544
InChIKey=YJRLSCDUYLRBIZ-UHFFFAOYSA-N,C00495,
InChIKey=BJEPYKJPYRNKOW-UWTATZPHSA-N,C00497,
InChIKey=WFPZSXYXPSUOPY-ROYWQJLOSA-N,C00498,
InChIKey=NUCLJNSWZCHRKL-UHFFFAOYSA-N,C00499,
InChIKey=QBUVFDKTZJNUPP-BBROENKCSA-N,C00500,
InChIKey=CGPHZDRCVSLMCF-JZMIEXBBSA-N,C00501,
InChIKey=QXKAIJAYHKCRRA-FLRLBIABSA-N,C00502,
InChIKey=UNXHWFMMPAWVPI-ZXZARUISSA-N,C00503,D08915
InChIKey=OVBPIULPVIDEAO-LBPRGKRZSA-N,C00504,D00070
InChIKey=XVOYSCVBGLVSOL-REOHCLBHSA-N,C00506,
InChIKey=SHZGCJCMOBCMKK-JFNONXLTSA-N,C00507,
InChIKey=LQXVFWRQNMEDEE-QRHDOFTISA-N,C00508,
InChIKey=FTVWIRXFELQLPI-ZDUSSCGKSA-N,C00509,
InChIKey=XDUHQPOXLUAVEE-BPMMELMSSA-N,C00510,
InChIKey=NIXOWILDQLNWCW-UHFFFAOYSA-N,C19501,D03397
InChIKey=VEVJTUNLALKRNO-TYHXJLICSA-N,C00512,
InChIKey=HHPOUCCVONEPRK-JANFQQFMSA-N,C00513,
InChIKey=RGHNJXZEOKUKBD-MBMOQRBOSA-N,C00514,
InChIKey=AHLPHDHHMVZTML-SCSAIBSYSA-N,C00515,
InChIKey=NIOYUNMRJMEDGI-UHFFFAOYSA-N,C00517,
InChIKey=VVIUBCNYACGLLV-UHFFFAOYSA-N,C00519,
InChIKey=XMGQYMWWDOXHJM-SNVBAGLBSA-N,C00521,
InChIKey=OTOIIPJYVQJATP-BYPYZUCNSA-N,C00522,
InChIKey=QGXBDMJGAMFCBF-HLUDHZFRSA-N,C00523,
InChIKey=QIVBCDIJIAJPQS-SECBINFHSA-N,C00525,
InChIKey=MXHRCPNRJAMMIM-SHYZEUOFSA-N,C00526,
InChIKey=SYKWLIJQEHRDNH-CKRMAKSASA-N,C00527,
InChIKey=DQJCDTNMLBYVAY-ZXXIYAEKSA-N,C00528,
InChIKey=QIGBRXMKCJKVMJ-UHFFFAOYSA-N,C00530,D00073
InChIKey=NFVGYLGSSJPRKW-CITAKDKDSA-N,C00531,
InChIKey=HEBKCHPVOIAQTA-IMJSIDKUSA-N,C00532,
InChIKey=MWUXSHHQAYIFBG-UHFFFAOYSA-N,C00533,D00074
InChIKey=NHZMQXZHNVQTQA-UHFFFAOYSA-N,C00534,
InChIKey=MUMGGOZAMZWBJJ-DYKIIFRCSA-N,C00535,D00075
InChIKey=JVNVHNHITFVWIX-KZKUDURGSA-N,C16256,
InChIKey=ASARMUCNOOHMLO-FSANSEACSA-L,C00541,
InChIKey=ILRYLPWNYFXEMH-UHFFFAOYSA-N,C00542,
InChIKey=ROSDSFDQCJNGOL-UHFFFAOYSA-N,C00543,
InChIKey=IGMNYECMUMZDDF-UHFFFAOYSA-N,C00544,
InChIKey=QXKAIJAYHKCRRA-YVZJFKFKSA-N,C00545,
InChIKey=AIJULSRZWUXGPQ-UHFFFAOYSA-N,C00546,
InChIKey=SFLSHLFXELFNJZ-QMMMGPOBSA-N,C00547,D00076
InChIKey=IPBVNPXQWQGGJP-UHFFFAOYSA-N,C15583,
InChIKey=IYXZIOHPRWAHRB-UEAOPITNSA-N,C00549,
InChIKey=FYGDTMLNYKFZSV-WFYNLLPOSA-N,C00551,
InChIKey=FEWJPZIEWOKRBE-XIXRPRMCSA-N,C00552,
InChIKey=NOOLISFMXDJSKH-UTLUCORTSA-N,C00553,
InChIKey=DZQLQEYLEYWJIB-UHFFFAOYSA-N,C02903,
InChIKey=WVDDGKGOMKODPV-UHFFFAOYSA-N,C03485,D00077
InChIKey=BGTOWKSIORTVQH-UHFFFAOYSA-N,C00557,
InChIKey=PTCIWUZVDIQTOW-QNZBUJBTSA-N,C00558,
InChIKey=OLXZPDWKRNYJJZ-RRKCRQDMSA-N,C00559,
InChIKey=NNICRUQPODTGRU-QMMMGPOBSA-N,C00561,
InChIKey=ZPHBZEQOLSRPAK-XLCYBJAPSA-N,C00563,
InChIKey=GETQZCLCWQTVFV-UHFFFAOYSA-N,C00565,
InChIKey=IHVFHZGGMJDGGZ-OKWOQZSLSA-N,C00566,
InChIKey=ALYNCZNDIQEVRV-UHFFFAOYSA-N,C00568,D02456
InChIKey=WVIMUEUQJFPNDK-PEBGCTIMSA-N,C00570,
InChIKey=PAFZNILMFXTMIY-UHFFFAOYSA-N,C00571,
InChIKey=IVOMOUWHDPKRLL-KQYNXXCUSA-N,C00575,
InChIKey=SXKNCCSPZDCRFD-UHFFFAOYSA-N,C00576,
InChIKey=MNQZXJOMYWMBOU-VKHMYHEASA-N,C00577,
InChIKey=VLYUGYAKYZETRF-UHFFFAOYSA-N,C00579,
InChIKey=QMMFVYPAHWMCMS-UHFFFAOYSA-N,C00580,
InChIKey=BPMFZUMJYQTVII-UHFFFAOYSA-N,C00581,
InChIKey=ZIGIFDRJFZYEEQ-CECATXLMSA-N,C00582,
InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N,C00583,D00078
InChIKey=XEYBRNLFEZDVAW-ARSRFYASSA-N,C00584,D00079
InChIKey=PMMURAAUARKVCB-CERMHHMHSA-N,C00586,
InChIKey=IJFXRHURBJZNAO-UHFFFAOYSA-N,C00587,
InChIKey=YHHSONZFOIEMCP-UHFFFAOYSA-O,C00588,
InChIKey=JMFRWRFFLBVWSI-NSCUHMNNSA-N,C00590,
InChIKey=JTJIXCMSHWPJJE-UHFFFAOYSA-N,C00593,
InChIKey=VHTQQDXPNUTMNB-ONEGZZNKSA-N,C00596,
InChIKey=OSJPPGNTCRNQQC-UHFFFAOYSA-N,C00597,
InChIKey=NYOXRYYXRWJDKP-GYKMGIIDSA-N,C00599,
InChIKey=DTUQWGWMVIHBKE-UHFFFAOYSA-N,C00601,
InChIKey=NWZYYCVIOKVTII-SFOWXEAESA-N,C00603,
InChIKey=DGEZNRSVGBDHLK-UHFFFAOYSA-N,C00604,
InChIKey=ADVPTQAUNPRNPO-REOHCLBHSA-N,C00606,
InChIKey=KFEUJDWYNGMDBV-LODBTCKLSA-N,C00611,
InChIKey=MQTAVJHICJWXBR-UHFFFAOYSA-N,C00612,
InChIKey=DNAYVNOVGHZZLH-UHFFFAOYSA-N,C00616,
InChIKey=HDYANYHVCAPMJV-RDKSFWDPSA-N,C00617,
InChIKey=WTAHRPBPWHCMHW-LWKDLAHASA-N,C00618,
InChIKey=MSEZLHAVPJYYIQ-UHFFFAOYSA-N,C00619,
InChIKey=YXJDFQJKERBOBM-TXICZTDVSA-N,C00620,
InChIKey=MXGLYEVGJRXBTP-QOLULZROSA-N,C00621,
InChIKey=AWUCVROLDVIAJX-VKHMYHEASA-N,C00623,
InChIKey=RFMMMVDNIPUKGG-YFKPBYRVSA-N,C00624,
InChIKey=WHOMFKWHIQZTHY-UHFFFAOYSA-N,C00627,
InChIKey=WXTMDXOMEHJXQO-UHFFFAOYSA-N,C00628,
InChIKey=AEWHYWSPVRZHCT-NDZSKPAWSA-N,C00630,
InChIKey=GXIURPTVHJPJLF-UWTATZPHSA-N,C00631,
InChIKey=WJXSWCUQABXPFS-UHFFFAOYSA-N,C00632,
InChIKey=RGHHSNMVTDWUBI-UHFFFAOYSA-N,C00633,
InChIKey=HXXFSFRBOHSIMQ-RWOPYEJCSA-N,C00636,
InChIKey=WHOOUMGHGSPMGR-UHFFFAOYSA-N,C00637,
InChIKey=PXGPLTODNUVGFL-YNNPMVKQSA-N,C00639,D00081
InChIKey=XQXPVVBIMDBYFF-UHFFFAOYSA-N,C00642,
InChIKey=LDCYZAJDBXYCGN-VIFPVBQESA-N,C00643,D07339
InChIKey=GACTWZZMVMUKNG-KVTDHHQDSA-N,C00644,
InChIKey=OVRNDRQMDRJTHS-ZTVVOAFPSA-N,C00645,
InChIKey=ZMJGSOSNSPKHNH-UHFFFAOYSA-N,C00647,
InChIKey=HOOOPXDSCKBLFG-UHFFFAOYSA-N,C00650,
InChIKey=RCCMXKJGURLWPB-BYPYZUCNSA-N,C00651,
InChIKey=CUOKHACJLGPRHD-JJYYJPOSSA-N,C00652,
InChIKey=DCTLYFZHFGENCW-UUOKFMHZSA-N,C00655,
InChIKey=VUQLHQFKACOHNZ-UHFFFAOYSA-N,C00659,
InChIKey=LXJXRIRHZLFYRP-UHFFFAOYSA-N,C00661,
InChIKey=HXXFSFRBOHSIMQ-DVKNGEFBSA-N,C00663,
InChIKey=YCWUVLPMLLBDCU-UHFFFAOYSA-N,C00664,
InChIKey=YXWOAJXNVLXPMU-ZXXMMSQZSA-N,C00665,
InChIKey=GMKMEZVLHJARHF-WHFBIAKZSA-N,C00666,
InChIKey=NBSCHQHZLSJFNQ-DVKNGEFBSA-N,C00668,
InChIKey=RITKHVBHSGLULN-WHFBIAKZSA-N,C00669,
InChIKey=SUHOQUVVVLNYQR-MRVPVSSYSA-O,C00670,
InChIKey=JVQYSWDUAOAHFM-BYPYZUCNSA-N,C00671,
InChIKey=KBDKAJNTYKVSEK-VPENINKCSA-N,C00672,
InChIKey=KKZFLSZAWCYPOC-PYHARJCCSA-N,C00673,
InChIKey=RAJWOBJTTGJROA-WZNAKSSCSA-N,C00674,
InChIKey=QUURPCHWPQNNGL-ZAFYKAAXSA-N,C00679,
InChIKey=GMKMEZVLHJARHF-SYDPRGILSA-N,C00680,
InChIKey=KGLCZTRXNNGESL-REDYYMJGSA-N,C00682,
InChIKey=MZFOKIKEPGUZEN-IBNUZSNCSA-N,C00683,
InChIKey=UQIGQRSJIKIPKZ-GSVOUGTGSA-N,C00684,
InChIKey=PSXWNITXWWECNY-LPVGZGSHSA-N,C00688,
InChIKey=LABSPYBHMPDTEL-LIZSDCNHSA-N,C00689,
InChIKey=VYEGBDHSGHXOGT-HYFGLKJPSA-N,C00691,
InChIKey=OJZCATPXPWFLHF-HPUCEMLMSA-N,C00692,
InChIKey=BHQCQFFYRZLCQQ-OELDTZBJSA-N,C00695,
InChIKey=BHMBVRSPMRCCGG-OUTUXVNYSA-N,C00696,
InChIKey=IJGRMHOSHXDMSA-UHFFFAOYSA-N,C00697,D00083
InChIKey=VEXZGXHMUGYJMC-UHFFFAOYSA-M,C00698,
InChIKey=CAEFEWVYEZABLA-UUOKFMHZSA-N,C00700,
InChIKey=BQPIGGFYSBELGY-UHFFFAOYSA-N,C00703,
InChIKey=OUUQCZGPVNCOIJ-UHFFFAOYSA-M,C00704,
InChIKey=FTDHDKPUHBLBTL-SHYZEUOFSA-N,C00705,
InChIKey=XMBWDFGMSWQBCA-UHFFFAOYSA-M,C00708,
InChIKey=BJEPYKJPYRNKOW-UHFFFAOYSA-N,C03668,D04843
InChIKey=ZQPPMHVWECSIRJ-KTKRTIGZSA-N,C00712,D02315
InChIKey=OWEGMIWEEQEYGQ-UCFFOQEWSA-N,C00713,
InChIKey=HNXQXTQTPAJEJL-UHFFFAOYSA-N,C00715,
InChIKey=MTCFGRXMJLQNBG-UHFFFAOYSA-N,C00716,
InChIKey=KWIUHFFTVRNATP-UHFFFAOYSA-N,C00719,D07523
InChIKey=AGBQKNBQESQNJD-UHFFFAOYSA-N,C00725,D00086
InChIKey=OIPPWFOQEKKFEE-UHFFFAOYSA-N,C00727,
InChIKey=CYHOMWAPJJPNMW-UHFFFAOYSA-N,C02066,
InChIKey=VGGGPCQERPFHOB-MCIONIFRSA-N,C00732,D00087
InChIKey=RQFQJYYMBWVMQG-IXDPLRRUSA-N,C06023,
InChIKey=JYGXADMDTFJGBT-VWUMJDOOSA-N,C00735,D00088
InChIKey=XUJNEKJLAYXESH-UHFFFAOYSA-N,C00736,
InChIKey=WQZGKKKJIJFFOK-KNZZERQRSA-N,C00737,
InChIKey=WQZGKKKJIJFFOK-UHFFFAOYSA-N,C00738,
InChIKey=KDXKERNSBIXSRK-RXMQYKEDSA-N,C00739,
InChIKey=MTCFGRXMJLQNBG-UWTATZPHSA-N,C00740,
InChIKey=QSJXEFYPDANLFS-UHFFFAOYSA-N,C00741,
InChIKey=KRHYYFGTRYWZRS-UHFFFAOYSA-M,C00742,
InChIKey=UFUYRGNJTFAODM-HQCAVAADSA-N,C00744,
InChIKey=SNICXCGAKADSCV-JTQLQIEISA-N,C00745,D03365
InChIKey=XNOPRXBHLZRZKH-DSZYJQQASA-N,C00746,D00089
InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N,C00747,
InChIKey=DLKSSIHHLYNIKN-QIISWYHFSA-L,C00748,
InChIKey=PFNFFQXMRSDOHW-UHFFFAOYSA-N,C00750,
InChIKey=YYGNTYWPHWGJRM-AAJYLUCBSA-N,C00751,
InChIKey=WFKWXMTUELFFGS-UHFFFAOYSA-N,C00753,
InChIKey=MWOOGOJBHIARFG-UHFFFAOYSA-N,C00755,D00091
InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N,C00756,
InChIKey=YBHILYKTIRIUTE-UHFFFAOYSA-N,C00757,
InChIKey=GIJHDGJRTUSBJR-UHFFFAOYSA-N,C00758,
InChIKey=SFLMUHDGSQZDOW-FAOXUISGSA-N,C00761,
InChIKey=MFYSYFVPBJMHGN-ZPOLXVRWSA-N,C00762,D07749
InChIKey=ONIBWKKTOPOVIA-SCSAIBSYSA-N,C00763,
InChIKey=LKDRXBCSQODPBY-IANNHFEVSA-N,C00764,
InChIKey=UVYVLBIGDKGWPX-QYLWGQLPSA-N,C00765,
InChIKey=ZONYXWQDUYMKFB-UHFFFAOYSA-N,C00766,
InChIKey=HNDVDQJCIGZPNO-UHFFFAOYSA-N,C00768,
InChIKey=RGHNJXZEOKUKBD-UHFFFAOYSA-N,C15930,
InChIKey=DBTMGCOVALSLOR-DEVYUCJPSA-N,C00771,
InChIKey=IWRRRSOSYPFCDM-UHFFFAOYSA-N,C00772,
InChIKey=FAXGPCHRFPCXOO-JHTFMCFMSA-N,C00773,
InChIKey=VGEREEWJJVICBM-UHFFFAOYSA-N,C00774,
InChIKey=SHGAZHPCJJPHSC-YCNIQYBTSA-N,C00777,D00094
InChIKey=RTWVXIIKUFSDJB-ZETCQYMHSA-N,C00779,
InChIKey=QZAYGJVTTNCVMB-UHFFFAOYSA-N,C00780,
InChIKey=QQXLDOJGLXJCSE-UHFFFAOYSA-N,C00783,
InChIKey=LOIYMIARKYCTBW-OWOJBTEDSA-N,C00785,
InChIKey=WQCJOKYOIJVEFN-ZDUSSCGKSA-N,C00786,
InChIKey=UCTWMZQNUQWSLP-VIFPVBQESA-N,C00788,D00095
InChIKey=DPJKHFICSGCNIR-HRENORGGSA-N,C00789,
InChIKey=DDRJAANPRJIHGJ-UHFFFAOYSA-N,C00791,D03600
InChIKey=ODKSFYDXXFIFQN-SCSAIBSYSA-N,C00792,
InChIKey=XUJNEKJLAYXESH-UWTATZPHSA-N,C00793,
InChIKey=FBPFZTCFMRRESA-JGWLITMVSA-N,C00794,D00096
InChIKey=LKDRXBCSQODPBY-OEXCPVAWSA-N,C00795,
InChIKey=DOBMPNYZJYQDGZ-UHFFFAOYSA-N,C00796,D03798
InChIKey=QUSNBJAOOMFDIB-UHFFFAOYSA-N,C00797,
InChIKey=SXMOKYXNAPLNCW-GORZOVPNSA-N,C00798,
InChIKey=GOMNOOKGLZYEJT-UHFFFAOYSA-N,C00799,
InChIKey=UWBHMRBRLOJJAA-UHFFFAOYSA-N,C00802,
InChIKey=NQPDZGIKBAWPEJ-UHFFFAOYSA-N,C00803,
InChIKey=UORVCLMRJXCDCP-UHFFFAOYSA-N,C00804,
InChIKey=YGSDEFSMJLZEOE-UHFFFAOYSA-N,C00805,D00097
InChIKey=QIVBCDIJIAJPQS-UHFFFAOYSA-N,C00806,
InChIKey=DSSYKIVIOFKYAU-MHPPCMCBSA-N,C00808,
InChIKey=DSSYKIVIOFKYAU-UHFFFAOYSA-N,C18369,D00098
InChIKey=ROWKJAVDOGWPAT-GSVOUGTGSA-N,C00810,
InChIKey=NGSWKAQJJWESNS-ZZXKWVIFSA-N,C00811,
InChIKey=HNYOPLTXPVRDBG-UHFFFAOYSA-N,C00813,
InChIKey=WUADCCWRTIWANL-UHFFFAOYSA-N,C00814,
InChIKey=XFTRTWQBIOMVPK-UHFFFAOYSA-N,C00815,
InChIKey=RGHNJXZEOKUKBD-AIHAYLRMSA-N,C00817,
InChIKey=DSLZVSRJTYRBFB-LLEIAEIESA-N,C00818,
InChIKey=ZDXPYRJPNDTMRX-GSVOUGTGSA-N,C00819,
InChIKey=AYFVYJQAPQTCCC-STHAYSLISA-N,C00820,
InChIKey=AHMIDUVKSGCHAU-LURJTMIESA-N,C00822,
InChIKey=BXWNKGSJHAJOGX-UHFFFAOYSA-N,C00823,D00099
InChIKey=SKKLOUVUUNMCJE-FQSMHNGLSA-N,C00825,D07497
InChIKey=MIEILDYWGANZNH-DSQUFTABSA-N,C00826,
InChIKey=VIWKEBOLLIEAIL-FBMOWMAESA-N,C00827,
InChIKey=PTWSIIUEOFZCHW-NTCAYCPXSA-N,C00828,
InChIKey=UFWIBTONFRDIAS-UHFFFAOYSA-N,C00829,
InChIKey=XEEVLJKYYUVTRC-UHFFFAOYSA-N,C00830,
InChIKey=ZNXZGRMVNNHPCA-VIFPVBQESA-N,C00831,
InChIKey=UOZODPSAJZTQNH-LSWIJEOBSA-N,C00832,D07467
InChIKey=VPVOXUSPXFPWBN-VKHMYHEASA-N,C00835,
InChIKey=OTKJDMGTUTTYMP-ZWKOTPCHSA-N,C00836,
InChIKey=MSXMXWJPFIDEMT-FAEUDGQSSA-N,C00837,
InChIKey=JWVYQQGERKEAHW-UHFFFAOYSA-N,C00841,
InChIKey=YSYKRGRSMLTJNL-URARBOGNSA-N,C00842,
InChIKey=NFLGAXVYCFJBMK-BDAKNGLRSA-N,C00843,
InChIKey=ZKSZEJFBGODIJW-GMDXDWKASA-N,C00844,
InChIKey=IIKOXWXMCPEVLL-DJVIHCHSSA-N,C00845,
InChIKey=RTGHRDFWYQHVFW-UHFFFAOYSA-N,C00846,
InChIKey=HXACOUQIXZGNBF-UHFFFAOYSA-N,C00847,
InChIKey=CCBAAZXPXFYPBE-UHFFFAOYSA-N,C00848,
InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N,C00849,D02319
InChIKey=CTYRPMDGLDAWRQ-UHFFFAOYSA-N,C02180,
InChIKey=CWVRJTMFETXNAD-JUHZACGLSA-N,C00852,
InChIKey=OMAOKVYASDIYQG-FSANSEACSA-M,C00853,
InChIKey=HPXRVTGHNJAIIH-UHFFFAOYSA-N,C00854,
InChIKey=FFEARJCKVFRZRR-SCSAIBSYSA-N,C00855,
InChIKey=SENPVEZBRZQVST-HISDBWNOSA-O,C00857,
InChIKey=HKQYGTCOTHHOMP-UHFFFAOYSA-N,C00858,
InChIKey=JLJLRLWOEMWYQK-SNTJWBGVSA-N,C00859,
InChIKey=ZQISRDCJNBUVMM-YFKPBYRVSA-N,C00860,
InChIKey=QZNPNKJXABGCRC-FUTKDDECSA-N,C00861,
InChIKey=CKRUWFDORAQSRC-HDLCADABSA-N,C00862,
InChIKey=GHOKWGTUZJEAQD-ZETCQYMHSA-N,C00864,D07413
InChIKey=JUCAMRNDACLKGY-UHFFFAOYSA-N,C00869,
InChIKey=BTJIUGUIPKRLHP-UHFFFAOYSA-N,C00870,
InChIKey=JINBYESILADKFW-UHFFFAOYSA-N,C00872,
InChIKey=ORWYRWWVDCYOMK-HBZPZAIKSA-N,C00873,
InChIKey=GEHSZWRGPHDXJO-NALJQGANSA-N,C00876,
InChIKey=KFWWCMJSYSSPSK-PAXLJYGASA-N,C00877,
InChIKey=QXKAIJAYHKCRRA-JJYYJPOSSA-N,C00878,
InChIKey=DSLZVSRJTYRBFB-DUHBMQHGSA-N,C00879,
InChIKey=RGHNJXZEOKUKBD-MGCNEYSASA-N,C00880,
InChIKey=CKTSBUTUHBMZGZ-SHYZEUOFSA-N,C00881,
InChIKey=KDTSHFARGAKYJN-IBOSZNHHSA-N,C00882,
InChIKey=OMDQUFIYNPYJFM-XKDAHURESA-N,C00883,
InChIKey=CCLQKVKJOGVQLU-QMMMGPOBSA-N,C00884,
InChIKey=NTGWPRCCOQCMGE-YUMQZZPRSA-N,C00885,
InChIKey=GQPLMRYTRLFLPF-UHFFFAOYSA-N,C00887,D00102
InChIKey=RXUATCUKICAIOA-ZMHDXICWSA-N,C00888,
InChIKey=UJWPMRYSXHLYMB-GCOKGBOCSA-N,C00891,
InChIKey=DBMUNIJZUYVPCQ-GCOKGBOCSA-N,C00892,
InChIKey=POODSGUMUCVRTR-IEXPHMLFSA-N,C00894,
InChIKey=CUJKPTPMTCNOKC-UQTMIEBXSA-N,C00895,
InChIKey=RDFCSSHDJSZMTQ-ZDUSSCGKSA-N,C00896,
InChIKey=GUBGYTABKSRVRQ-ASMJPISFSA-N,C00897,
InChIKey=FEWJPZIEWOKRBE-JCYAYHJZSA-N,C00898,D00103
InChIKey=FPIPGXGPPPQFEQ-IOUUIBBYSA-N,C00899,
InChIKey=NMDWGEGFJUBKLB-UHFFFAOYSA-N,C00900,
InChIKey=XNIHZNNZJHYHLC-UHFFFAOYSA-N,C00902,
InChIKey=KJPRLNWUNMBNBZ-QPJJXVBHSA-N,C00903,
InChIKey=XYGOWHUIVNMEIA-NOUMMWROSA-N,C00904,
InChIKey=PTCIWUZVDIQTOW-XDJBDKDSSA-N,C00905,
InChIKey=NBAKTGXDIBVZOO-UHFFFAOYSA-N,C00906,
InChIKey=VEGXETMJINRLTH-BOZYPMBZSA-N,C00908,
InChIKey=UFPQIRYSPUYQHK-WAQVJNLQSA-N,C00909,
InChIKey=FSASIHFSFGAIJM-UHFFFAOYSA-N,C00913,
InChIKey=LUAZZOXZPVVGSO-UHFFFAOYSA-N,C00915,
InChIKey=HOKIDJSKDBPKTQ-GLXFQSAKSA-N,C00916,
InChIKey=WIIZWVCIJKGZOK-RKDXNWHRSA-N,C00918,D00104
InChIKey=WXCQAWGXWVRCGP-UHFFFAOYSA-N,C00919,
InChIKey=JYKWMJBUIXNJOG-JHKACSFWSA-N,C00920,
InChIKey=WBFYVDCHGVNRBH-UHFFFAOYSA-N,C00921,
InChIKey=CGBYBGVMDAPUIH-ARJAWSKDSA-N,C00922,
InChIKey=CTNZOGJNVIFEBA-MOKAZRKYSA-N,C00927,
InChIKey=DGVVWUTYPXICAM-UHFFFAOYSA-N,C00928,
InChIKey=QSHWIQZFGQKFMA-UHFFFAOYSA-N,C00931,
InChIKey=HUJXHFRXWWGYQH-UHFFFAOYSA-O,C00933,
InChIKey=DQQDLYVHOTZLOR-MGYZEILKSA-N,C00935,
InChIKey=WQZGKKKJIJFFOK-PQMKYFCFSA-N,C00936,
InChIKey=BSABBBMNWQWLLU-GSVOUGTGSA-N,C00937,
InChIKey=ZDTFMPXQUSBYRL-UUOKFMHZSA-N,C00939,
InChIKey=COJBGNAUUSNXHX-UHFFFAOYSA-N,C00940,
InChIKey=WCPTXJJVVDAEMW-XVFCMESISA-N,C00941,
InChIKey=ZOOGRGPOEVQQDX-UUOKFMHZSA-N,C00942,
InChIKey=DMJWGQPYNRPLGA-KQYNXXCUSA-N,C00943,
InChIKey=WVMWZWGZRAXUBK-SYTVJDICSA-N,C00944,
InChIKey=QDFHPFSBQFLLSW-KQYNXXCUSA-N,C00946,
InChIKey=VHJLVAABSRFDPM-ZXZARUISSA-N,C00950,
InChIKey=VOXZDWNPVJITMN-ZBRFXRBCSA-N,C00951,D00105
InChIKey=SEOVTRFCIGRIMH-UHFFFAOYSA-N,C00954,
InChIKey=MBBOMCVGYCRMEA-UHFFFAOYSA-N,C00955,
InChIKey=OYIFNHCXNCRBQI-BYPYZUCNSA-N,C00956,
InChIKey=OJOLFAIGOXZBCI-UHFFFAOYSA-N,C00957,
InChIKey=YBHMPNRDOVPQIN-VSOYFRJCSA-N,C00959,
InChIKey=UTSVPXMQSFGQTM-DCXZOGHSSA-N,C00961,
InChIKey=WQZGKKKJIJFFOK-FPRJBGLDSA-N,C00962,
InChIKey=BAVONGHXFVOKBV-ZJUUUORDSA-N,C00964,
InChIKey=PKVVTUWHANFMQC-UHFFFAOYSA-N,C00966,
InChIKey=MKMZAENVDZADSW-RRKCRQDMSA-N,C00968,
InChIKey=AKXKFZDCRYJKTF-UHFFFAOYSA-N,C00969,
InChIKey=HHPDVQLBYQFYFA-UHFFFAOYSA-N,C00971,
InChIKey=HZKIKKWENOOWAD-HRAQYFAGSA-N,C00973,
InChIKey=PADQINQHPQKXNL-LSDHHAIUSA-N,C00974,
InChIKey=BZCOSCNPHJNQBP-OWOJBTEDSA-N,C00975,
InChIKey=DNBSDUDYNPJVCN-ZXTXFPBHSA-N,C00976,
InChIKey=JLSKPBDKNIXMBS-VIFPVBQESA-N,C00977,
InChIKey=MVAWJSIDNICKHF-UHFFFAOYSA-N,C00978,
InChIKey=VZXPDPZARILFQX-BYPYZUCNSA-N,C00979,
InChIKey=KAEGGIFPLJZUOZ-UHFFFAOYSA-N,C00982,
InChIKey=WQZGKKKJIJFFOK-PHYPRBDBSA-N,C00984,D04291
InChIKey=MGMQAZXDRJETOM-UHFFFAOYSA-N,C00985,
InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N,C00986,
InChIKey=ASCFNMCAHFUBCO-UHFFFAOYSA-N,C00988,
InChIKey=SJZRECIVHVDYJC-UHFFFAOYSA-N,C01991,
InChIKey=OTIAVLWNTIXJDO-UHFFFAOYSA-N,C00990,
InChIKey=YOZNUFWCRFCGIH-UVKKECPRSA-L,C00992,
InChIKey=DEFJQIDDEAULHB-SYPWQXSBSA-N,C00993,
InChIKey=LNGMWZFHTXFDNM-RBDZCENOSA-N,C00994,
InChIKey=RGBIJPWAWLXPOC-NBAFEDJBSA-N,C01001,
InChIKey=HXXFSFRBOHSIMQ-UHFFFAOYSA-N,C01002,
InChIKey=WWNNZCOKKKDOPX-UHFFFAOYSA-N,C01004,
InChIKey=BZQFBWGGLXLEPQ-REOHCLBHSA-N,C01005,
